query family beginR
chr1:38461251:38461386_1 L1PA8A LINE/L1
chr1:56554988:56555123 AluSx SINE/Alu
chr1:56554988:56555123_1 AluSx SINE/Alu
chr1:56555970:56556105 L1HS LINE/L1
chr1:56555970:56556105_1 L1HS LINE/L1
chr1:56569141:56569276 L1M LINE/L1
chr1:56569141:56569276_1 L1M LINE/L1
chr1:56573254:56573389 L1PBa LINE/L1
chr1:56573254:56573389_1 L1PBa LINE/L1
chr1:56574098:56574233 L1PBa LINE/L1
chr1:56574098:56574233_1 L1PBa LINE/L1
chr1:56574289:56574424 L1PBa LINE/L1
chr1:56574289:56574424_1 L1PBa LINE/L1
chr1:56575228:56575363 7SLRNA srpRNA
chr1:56575228:56575363 L1PB LINE/L1
chr1:56575228:56575363_1 AluSx SINE/Alu
chr1:56575228:56575363_1 L1PB LINE/L1
chr1:56576856:56576991 AluSx SINE/Alu
chr1:56576856:56576991_1 AluSx SINE/Alu
chr1:56577278:56577413 L1P4 LINE/L1
chr1:56577278:56577413_1 L1P4 LINE/L1
chr1:56577344:56577479 L1P4 LINE/L1
chr1:56577344:56577479_1 L1P4 LINE/L1
chr1:56579262:56579397 MIRb SINE/MIR
chr1:56579262:56579397_1 MIRb SINE/MIR
chr1:56584245:56584380 AluSx SINE/Alu
chr1:56584245:56584380_1 AluSx SINE/Alu
chr1:56594043:56594178 L1PA17 LINE/L1
chr1:56594043:56594178_1 L1PA17 LINE/L1
chr1:56604567:56604702 AluSx SINE/Alu
chr1:56604567:56604702_1 AluSx SINE/Alu
chr1:56606138:56606273 MSTB2 LTR/ERVL-MaLR
chr1:56606138:56606273_1 MSTB2 LTR/ERVL-MaLR
chr1:56607001:56607136 MLT1F1 LTR/ERVL-MaLR
chr1:56607001:56607136_1 MLT1F1 LTR/ERVL-MaLR
chr1:56608425:56608560 MLT1H-int LTR/ERVL-MaLR
chr1:56615741:56615876 (AGGATC)n Simple_repeat
chr1:56615741:56615876_1 (AGGATC)n Simple_repeat
chr1:56617708:56617843 (GTTTT)n Simple_repeat
chr1:56617708:56617843 AluY SINE/Alu
chr1:56617708:56617843_1 (GTTTT)n Simple_repeat
chr1:56617708:56617843_1 AluY SINE/Alu
chr1:56617843:56617978 AluY SINE/Alu
chr1:56617843:56617978_1 AluY SINE/Alu
chr1:56617879:56618014 AluY SINE/Alu
chr1:56617879:56618014_1 AluY SINE/Alu
chr1:56617888:56618023 AluY SINE/Alu
chr1:56617888:56618023_1 AluY SINE/Alu
chr1:56620200:56620335 (TATTATA)n Simple_repeat
chr1:56620200:56620335 LTR33 LTR/ERVL
chr1:56620200:56620335_1 (TATTATC)n Simple_repeat
chr1:56620200:56620335_1 LTR33 LTR/ERVL
chr1:56621623:56621758 MIR SINE/MIR
chr1:56621623:56621758_1 MIR SINE/MIR
chr1:56623946:56624081 AluSx SINE/Alu
chr1:56623946:56624081_1 AluSx SINE/Alu
chr1:56624040:56624175 (TA)n Simple_repeat
chr1:56624040:56624175_1 (TA)n Simple_repeat
chr1:56632272:56632407 MIRb SINE/MIR
chr1:56632272:56632407 (AAT)n Simple_repeat
chr1:56632272:56632407_1 MIRb SINE/MIR
chr1:56632272:56632407_1 (AAT)n Simple_repeat
chr1:59653674:59653809 MIR SINE/MIR
chr1:59653674:59653809_1 MIR SINE/MIR
chr1:59655676:59655811 L1M3 LINE/L1
chr1:59655676:59655811_1 L1M3 LINE/L1
chr1:59658363:59658498 7SLRNA srpRNA
chr1:59658363:59658498_1 7SLRNA srpRNA
chr1:59661241:59661376 (CTTT)n Simple_repeat
chr1:59661241:59661376_1 (CTTT)n Simple_repeat
chr1:59663094:59663229 AluSx SINE/Alu
chr1:59663094:59663229_1 AluSx SINE/Alu
chr1:59663273:59663408 AluY SINE/Alu
chr1:59663273:59663408_1 AluY SINE/Alu
chr1:59668637:59668772 MIRc SINE/MIR
chr1:59668637:59668772_1 MIRc SINE/MIR
chr1:59672900:59673035 L1P3 LINE/L1
chr1:59672900:59673035_1 L1P3 LINE/L1
chr1:59673030:59673165 L1P3 LINE/L1
chr1:59673030:59673165_1 L1P3 LINE/L1
chr1:59673677:59673812 L1P2 LINE/L1
chr1:59673677:59673812 L1P2 LINE/L1
chr1:59673677:59673812_1 L1P2 LINE/L1
chr1:59673677:59673812_1 L1P2 LINE/L1
chr1:59673832:59673967 L1P3 LINE/L1
chr1:59673832:59673967_1 L1P3 LINE/L1
chr1:59674186:59674321 L1P3 LINE/L1
chr1:59674186:59674321_1 L1P3 LINE/L1
chr1:59676499:59676634 L1PA7 LINE/L1
chr1:59676499:59676634_1 L1PA7 LINE/L1
chr1:59683926:59684061 MLT2B1 LTR/ERVL
chr1:59683926:59684061_1 MLT2B1 LTR/ERVL
chr1:59688141:59688276 AluSx SINE/Alu
chr1:59688141:59688276_1 AluSx SINE/Alu
chr1:89153787:89153922 AluSx SINE/Alu
chr1:89153787:89153922_1 AluSx SINE/Alu
chr1:89198917:89199052 L1M2 LINE/L1
chr1:89198917:89199052_1 L1M2 LINE/L1
chr1:89214386:89214521 AluJb SINE/Alu
chr1:89214386:89214521_1 AluJb SINE/Alu
chr1:89281461:89281596 SVA_A Retroposon/SVA
chr1:89281461:89281596_1 SVA_A Retroposon/SVA
chr1:89306587:89306722 L1M5 LINE/L1
chr1:89306587:89306722_1 L1M5 LINE/L1
chr1:89307918:89308053 L1PA10 LINE/L1
chr1:89307918:89308053_1 L1PA10 LINE/L1
chr1:89356776:89356911 G-rich Low_complexity
chr1:89356776:89356911_1 G-rich Low_complexity
chr1:89358118:89358253 MER51A LTR/ERV1
chr1:89358118:89358253_1 MER51A LTR/ERV1
chr1:89359721:89359856 (CA)n Simple_repeat
chr1:89359721:89359856_1 (CA)n Simple_repeat
chr1:89360089:89360224 AluSx SINE/Alu
chr1:89360089:89360224_1 AluSx SINE/Alu
chr1:89360090:89360225 AluSx SINE/Alu
chr1:89360090:89360225_1 AluSx SINE/Alu
chr1:89360221:89360356 AluSx SINE/Alu
chr1:89360221:89360356_1 AluSx SINE/Alu
chr1:89360452:89360587 L1MB7 LINE/L1
chr1:89360452:89360587_1 L1MB7 LINE/L1
chr1:89362543:89362678 (AAAT)n Simple_repeat
chr1:89362543:89362678_1 (AAAT)n Simple_repeat
chr1:89362563:89362698 (AAAT)n Simple_repeat
chr1:89362563:89362698_1 (AAAT)n Simple_repeat
chr1:89366400:89366535 HERVL-int LTR/ERVL
chr1:89366400:89366535_1 HERVL-int LTR/ERVL
chr1:89370268:89370403 (AT)n Simple_repeat
chr1:89370268:89370403 MLT2A2 LTR/ERVL
chr1:89370268:89370403_1 (AT)n Simple_repeat
chr1:89370268:89370403_1 MLT2A2 LTR/ERVL
chr1:89370645:89370780 (AAAAC)n Simple_repeat
chr1:89370645:89370780_1 A-rich Low_complexity
chr1:89376268:89376403 L2 LINE/L2
chr1:89376268:89376403_1 L2 LINE/L2
chr1:89378819:89378954 AluSx SINE/Alu
chr1:89378819:89378954_1 AluSx SINE/Alu
chr1:89398186:89398321 AluJb SINE/Alu
chr1:89398186:89398321_1 AluJb SINE/Alu
chr1:89400990:89401125 (GA)n Simple_repeat
chr1:89400990:89401125_1 (GA)n Simple_repeat
chr1:89408326:89408461 AluY SINE/Alu
chr1:89408326:89408461_1 AluY SINE/Alu
chr1:89416670:89416805 L2a LINE/L2
chr1:89416670:89416805_1 L2a LINE/L2
chr1:89417627:89417762 MLT1D LTR/ERVL-MaLR
chr1:89417627:89417762_1 MLT1D LTR/ERVL-MaLR
chr1:89417627:89417762_1 MLT1D LTR/ERVL-MaLR
chr1:89419793:89419928 AluSx SINE/Alu
chr1:89419793:89419928_1 AluSx SINE/Alu
chr1:89440607:89440742 LTR12_v LTR/ERV1
chr1:89440607:89440742_1 LTR12_v LTR/ERV1
chr1:89440828:89440963 LTR12_v LTR/ERV1
chr1:89440828:89440963_1 LTR12_v LTR/ERV1
chr1:9434901:9435036 MLT1D LTR/ERVL-MaLR
chr1:9434901:9435036_1 MLT1D LTR/ERVL-MaLR
chr1:9439536:9439671 AluJb SINE/Alu
chr1:9439536:9439671_1 AluJb SINE/Alu
chr1:9439915:9440050 SVA_A Retroposon/SVA
chr1:9439915:9440050_1 SVA_A Retroposon/SVA
chr1:9439916:9440051 SVA_A Retroposon/SVA
chr1:9439916:9440051_1 A-rich Low_complexity
chr1:9439916:9440051_1 SVA_A Retroposon/SVA
chr1:9439937:9440072 SVA_A Retroposon/SVA
chr1:9439937:9440072_1 SVA_A Retroposon/SVA
chr1:9440130:9440265 AluSx SINE/Alu
chr1:9440130:9440265_1 AluSx SINE/Alu
chr1:9440193:9440328 SVA_A Retroposon/SVA
chr1:9440193:9440328_1 SVA_A Retroposon/SVA
chr1:9440370:9440505 (GAG)n Simple_repeat
chr1:9440370:9440505 (GAA)n Simple_repeat
chr1:9440370:9440505 (CAA)n Simple_repeat
chr1:9440370:9440505_1 (GAG)n Simple_repeat
chr1:9440370:9440505_1 (GAA)n Simple_repeat
chr1:9440972:9441107 MIRb SINE/MIR
chr1:9440972:9441107_1 MIR SINE/MIR
chr1:9441409:9441544 AluSx SINE/Alu
chr1:9441409:9441544_1 AluSx SINE/Alu
chr1:9441518:9441653 AluSx SINE/Alu
chr1:9441518:9441653_1 AluSx SINE/Alu
chr1:9441770:9441905 AluSx SINE/Alu
chr1:9441770:9441905_1 AluSx SINE/Alu
chr1:9441881:9442016 AluSx SINE/Alu
chr1:9441881:9442016_1 AluSx SINE/Alu
chr20:10968962:10969097 L1M5 LINE/L1
chr20:10968962:10969097_1 L1M5 LINE/L1
chr20:10974717:10974852 MIRc SINE/MIR
chr20:10974717:10974852_1 MIRc SINE/MIR
chr20:19455917:19456052 AluY SINE/Alu
chr20:19455917:19456052_1 AluY SINE/Alu
chr20:19460883:19461018 MIR3 SINE/MIR
chr20:19460883:19461018_1 MIR3 SINE/MIR
chr20:19464858:19464993 Tigger4b DNA/TcMar-Tigger
chr20:19464858:19464993_1 Tigger4b DNA/TcMar-Tigger
chr20:19465021:19465156 Tigger4b DNA/TcMar-Tigger
chr20:19465021:19465156_1 Tigger4b DNA/TcMar-Tigger
chr20:19469327:19469462 Tigger4b DNA/TcMar-Tigger
chr20:19469327:19469462_1 Tigger4b DNA/TcMar-Tigger
chr20:19469466:19469601 Tigger4 DNA/TcMar-Tigger
chr20:19469466:19469601_1 Tigger4 DNA/TcMar-Tigger
chr20:19470350:19470485 Tigger14a DNA/TcMar-Tigger
chr20:19470350:19470485_1 Tigger14a DNA/TcMar-Tigger
chr20:19475553:19475688 LTR16A1 LTR/ERVL
chr20:19475553:19475688_1 LTR16A1 LTR/ERVL
chr20:19478628:19478763 MER1A DNA/hAT-Charlie
chr20:19478628:19478763_1 MER1A DNA/hAT-Charlie
chr20:19479728:19479863 MLT1H2 LTR/ERVL-MaLR
chr20:19479728:19479863_1 MLT1H2 LTR/ERVL-MaLR
chr20:57702382:57702517 L2 LINE/L2
chr20:57702382:57702517_1 L2 LINE/L2
chr20:57704112:57704247 L1MC4a LINE/L1
chr20:57704112:57704247_1 L1MC4a LINE/L1
chr20:57704494:57704629 AluSx SINE/Alu
chr20:57704494:57704629_1 AluSx SINE/Alu
chr20:57704535:57704670 AluSx SINE/Alu
chr20:57704535:57704670_1 AluSx SINE/Alu
chr20:57709857:57709992 MIR SINE/MIR
chr20:57709857:57709992_1 MIR SINE/MIR
chr20:57711030:57711165 MLT1E2 LTR/ERVL-MaLR
chr20:57711030:57711165_1 MLT1E2 LTR/ERVL-MaLR
chr20:57711818:57711953 MLT1J LTR/ERVL-MaLR
chr20:57711818:57711953_1 MLT1J LTR/ERVL-MaLR
chr20:57715730:57715865 L1MD LINE/L1
chr20:57715730:57715865_1 L1MD LINE/L1
chr20:57731202:57731337 L1MA10 LINE/L1
chr20:57731202:57731337_1 L1MA10 LINE/L1
chr20:57731807:57731942 L1MA9 LINE/L1
chr20:57731807:57731942_1 L1MA9 LINE/L1
chr20:57736263:57736398 L1MB7 LINE/L1
chr20:57736263:57736398 AluSx SINE/Alu
chr20:57736263:57736398_1 L1MB7 LINE/L1
chr20:57736263:57736398_1 AluSx SINE/Alu
chr20:57738002:57738137 L1P4 LINE/L1
chr20:57738002:57738137 (GT)n Simple_repeat
chr20:57738002:57738137 L1P4 LINE/L1
chr20:57738002:57738137_1 L1P4 LINE/L1
chr20:57738002:57738137_1 (TG)n Simple_repeat
chr20:57738002:57738137_1 L1P4 LINE/L1
chr20:57740537:57740672 MIRb SINE/MIR
chr20:57740537:57740672_1 MIRb SINE/MIR
chr20:57742300:57742435 L1MD LINE/L1
chr20:57742300:57742435_1 L1MD LINE/L1
chr20:57742320:57742455 L1MD LINE/L1
chr20:57742320:57742455_1 L1MD LINE/L1
chr20:57742415:57742550 L1MD LINE/L1
chr20:57742415:57742550_1 L1MD LINE/L1
chr20:57743219:57743354 L1MD LINE/L1
chr20:57743219:57743354_1 L1MD LINE/L1
chr20:57743267:57743402 L1MD LINE/L1
chr20:57743267:57743402_1 L1MD LINE/L1
chr20:57744535:57744670 AluSx SINE/Alu
chr20:57744535:57744670_1 AluSx SINE/Alu
chr20:57744801:57744936 AluSx SINE/Alu
chr20:57744801:57744936_1 AluSx SINE/Alu
chr20:57744803:57744938 AluSx SINE/Alu
chr20:57744803:57744938_1 AluSx SINE/Alu
chr20:57744886:57745021 AluSx SINE/Alu
chr20:57744886:57745021 L1MD LINE/L1
chr20:57744886:57745021_1 AluSx SINE/Alu
chr20:57744886:57745021_1 L1MD LINE/L1
chr20:57745556:57745691 L1MD LINE/L1
chr20:57745556:57745691 LTR41B LTR/ERVL
chr20:57745556:57745691_1 L1MD LINE/L1
chr20:57745556:57745691_1 LTR41B LTR/ERVL
chr20:57745747:57745882 LTR41B LTR/ERVL
chr20:57745747:57745882_1 LTR41B LTR/ERVL
chr20:57748895:57749030 LTR41B LTR/ERVL
chr20:57748895:57749030_1 LTR41B LTR/ERVL
chr20:57749323:57749458 L1MDa LINE/L1
chr20:57749323:57749458_1 L1MDa LINE/L1
chr20:57749720:57749855 AluJb SINE/Alu
chr20:57749720:57749855_1 7SLRNA srpRNA
chr20:57750206:57750341 L1MDa LINE/L1
chr20:57750206:57750341_1 L1MDa LINE/L1
chr20:57750410:57750545 L1MDa LINE/L1
chr20:57750410:57750545_1 L1MDa LINE/L1
chr20:57750420:57750555 L1MDa LINE/L1
chr20:57750420:57750555_1 L1MDa LINE/L1
chr20:57750465:57750600 L1MDa LINE/L1
chr20:57750465:57750600_1 L1MDa LINE/L1
chr20:57750928:57751063 L1MDa LINE/L1
chr20:57750928:57751063_1 L1MDa LINE/L1
chr20:57756424:57756559 L1P3 LINE/L1
chr20:57756424:57756559_1 L1P3 LINE/L1
chr20:57756934:57757069 L1P3 LINE/L1
chr20:57756934:57757069_1 L1P3 LINE/L1
chr20:57759025:57759160 L1MC1 LINE/L1
chr20:57759025:57759160_1 L1MC1 LINE/L1
chr20:57762664:57762799 L1MB5 LINE/L1
chr20:57762664:57762799_1 L1MB5 LINE/L1
chr20:8624379:8624514 SVA_C Retroposon/SVA
chr20:8624379:8624514_1 SVA_C Retroposon/SVA
chr20:8624522:8624657 SVA_D Retroposon/SVA
chr20:8624522:8624657_1 SVA_D Retroposon/SVA
chr20:8625040:8625175 SVA_A Retroposon/SVA
chr20:8625040:8625175_1 SVA_A Retroposon/SVA
chr20:8625883:8626018 SVA_E Retroposon/SVA
chr20:8625883:8626018_1 SVA_E Retroposon/SVA
chr20:8625893:8626028 SVA_E Retroposon/SVA
chr20:8625893:8626028_1 SVA_E Retroposon/SVA
chr20:8628037:8628172 L1M5 LINE/L1
chr20:8628037:8628172_1 L1M5 LINE/L1
chr20:8628148:8628283 L1ME3A LINE/L1
chr20:8628148:8628283_1 L1ME3A LINE/L1
chr20:8629520:8629655 AluJb SINE/Alu
chr20:8629520:8629655_1 AluJb SINE/Alu
chr20:8629596:8629731 (AAAG)n Simple_repeat
chr20:8629596:8629731 A-rich Low_complexity
chr20:8629596:8629731_1 (AAAG)n Simple_repeat
chr20:8629596:8629731_1 A-rich Low_complexity
chr20:8630185:8630320 MSTC LTR/ERVL-MaLR
chr20:8630185:8630320_1 MSTC LTR/ERVL-MaLR
chr20:8630256:8630391 MSTC LTR/ERVL-MaLR
chr20:8630256:8630391_1 MSTC LTR/ERVL-MaLR
chr20:8630417:8630552 MSTC LTR/ERVL-MaLR
chr20:8630417:8630552_1 MSTC LTR/ERVL-MaLR
chr20:8630535:8630670 MLT-int LTR/ERVL-MaLR
chr20:8630535:8630670_1 MLT-int LTR/ERVL-MaLR
chr20:8631079:8631214 MER66A LTR/ERV1
chr20:8631079:8631214_1 MER66A LTR/ERV1
chr22:19976338:19976473_1 G-rich Low_complexity
chr22:19988099:19988234 MLT1A0 LTR/ERVL-MaLR
chr22:19988099:19988234_1 MLT1A0 LTR/ERVL-MaLR
chr22:34316619:34316754 (GCC)n Simple_repeat
chr22:34316619:34316754_1 (GCC)n Simple_repeat
chr2:145638297:145638432 AluSx SINE/Alu
chr2:145638297:145638432_1 AluSx SINE/Alu
chr2:145645688:145645823 L2b LINE/L2
chr2:145645688:145645823_1 L2b LINE/L2
chr2:145645707:145645842 L2b LINE/L2
chr2:145645707:145645842_1 L2b LINE/L2
chr2:145726588:145726723 THE1-int LTR/ERVL-MaLR
chr2:145726588:145726723_1 THE1-int LTR/ERVL-MaLR
chr2:164974364:164974499 (TA)n Simple_repeat
chr2:164974364:164974499_1 (TA)n Simple_repeat
chr2:165008098:165008233 (TTTA)n Simple_repeat
chr2:165008098:165008233 AluJb SINE/Alu
chr2:165008098:165008233_1 (TTTA)n Simple_repeat
chr2:165008098:165008233_1 AluJb SINE/Alu
chr2:165011759:165011894 L1ME4a LINE/L1
chr2:165011759:165011894_1 L1ME4a LINE/L1
chr2:165044282:165044417 (CA)n Simple_repeat
chr2:165044282:165044417_1 (CA)n Simple_repeat
chr2:165050060:165050195 L1P4 LINE/L1
chr2:165050060:165050195_1 L1P4 LINE/L1
chr2:165050338:165050473 L1PA14 LINE/L1
chr2:165050338:165050473_1 L1PA14 LINE/L1
chr2:165050433:165050568 L1PA14 LINE/L1
chr2:165050433:165050568_1 L1PA14 LINE/L1
chr2:165066290:165066425 (TTTT)n Simple_repeat
chr2:165066290:165066425_1 (TTTT)n Simple_repeat
chr2:165067844:165067979 AluSx SINE/Alu
chr2:165067844:165067979_1 AluSx SINE/Alu
chr2:165068013:165068148 AluSx SINE/Alu
chr2:165068013:165068148_1 AluSx SINE/Alu
chr2:165071592:165071727 L1MEc LINE/L1
chr2:165071592:165071727_1 L1MEc LINE/L1
chr2:165072859:165072994 L1M5 LINE/L1
chr2:165072859:165072994_1 L1M5 LINE/L1
chr2:165073004:165073139 L1M5 LINE/L1
chr2:165073004:165073139_1 L1M5 LINE/L1
chr2:165083346:165083481 MIR SINE/MIR
chr2:165083346:165083481_1 MIR SINE/MIR
chr2:165083350:165083485 MIR SINE/MIR
chr2:165083350:165083485_1 MIR SINE/MIR
chr2:165083525:165083660 L1P3 LINE/L1
chr2:165083525:165083660_1 L1P3 LINE/L1
chr2:165083575:165083710 L1P3 LINE/L1
chr2:165083575:165083710_1 L1P3 LINE/L1
chr2:165084217:165084352 AluSx SINE/Alu
chr2:165084217:165084352_1 AluSx SINE/Alu
chr2:165084542:165084677 L1PA10 LINE/L1
chr2:165084542:165084677_1 L1PA10 LINE/L1
chr2:165085146:165085281 MLT1E1A LTR/ERVL-MaLR
chr2:165085146:165085281 (GAAG)n Simple_repeat
chr2:165085146:165085281_1 MLT1E1A LTR/ERVL-MaLR
chr2:165085146:165085281_1 (GAAG)n Simple_repeat
chr2:165085230:165085365 (GGAA)n Simple_repeat
chr2:165085230:165085365_1 (GGAA)n Simple_repeat
chr2:165085234:165085369 (GGAA)n Simple_repeat
chr2:165085234:165085369_1 (GGAA)n Simple_repeat
chr2:165085256:165085391 (AAGG)n Simple_repeat
chr2:165085256:165085391_1 (AAGG)n Simple_repeat
chr2:165087526:165087661 L2a LINE/L2
chr2:165087526:165087661_1 L2a LINE/L2
chr2:165087772:165087907 MER63A DNA/hAT-Tip100
chr2:165087772:165087907_1 MER63A DNA/hAT-Tip100
chr2:165092846:165092981 AluSx SINE/Alu
chr2:165092846:165092981_1 AluSx SINE/Alu
chr2:165094232:165094367 A-rich Low_complexity
chr2:165094232:165094367_1 A-rich Low_complexity
chr2:179725169:179725304 AluSx SINE/Alu
chr2:179725169:179725304 (T)n Simple_repeat
chr2:179725169:179725304_1 AluSx SINE/Alu
chr2:179725169:179725304_1 (T)n Simple_repeat
chr2:179747000:179747135 AluSx SINE/Alu
chr2:179747000:179747135_1 AluSx SINE/Alu
chr2:179786000:179786135 MIR SINE/MIR
chr2:179786000:179786135_1 MIR SINE/MIR
chr2:179796653:179796788 AluSx SINE/Alu
chr2:179796653:179796788_1 AluSx SINE/Alu
chr2:183210379:183210514 L2a LINE/L2
chr2:183210379:183210514_1 L2a LINE/L2
chr2:183211281:183211416 L1ME4b LINE/L1
chr2:183211281:183211416_1 L1ME4b LINE/L1
chr2:183211375:183211510 L1ME4b LINE/L1
chr2:183211375:183211510_1 L1ME4b LINE/L1
chr2:191287615:191287750 L1ME3A LINE/L1
chr2:191287615:191287750_1 L1ME3A LINE/L1
chr2:191287617:191287752 L1ME3A LINE/L1
chr2:191287617:191287752_1 L1ME3A LINE/L1
chr2:191292987:191293122 L1M5 LINE/L1
chr2:191292987:191293122_1 L1M5 LINE/L1
chr2:191295745:191295880 SVA_A Retroposon/SVA
chr2:191295745:191295880_1 SVA_A Retroposon/SVA
chr2:191296361:191296496 SVA_D Retroposon/SVA
chr2:191296361:191296496_1 SVA_D Retroposon/SVA
chr2:191323227:191323362 MLT1B LTR/ERVL-MaLR
chr2:191323227:191323362_1 MLT1B LTR/ERVL-MaLR
chr2:191328372:191328507 AluJb SINE/Alu
chr2:191328372:191328507_1 AluJb SINE/Alu
chr2:191331236:191331371 (GAT)n Simple_repeat
chr2:191331236:191331371_1 (GAT)n Simple_repeat
chr2:191332101:191332236 AluSx SINE/Alu
chr2:191332101:191332236_1 AluSx SINE/Alu
chr2:191335561:191335696 (AT)n Simple_repeat
chr2:191335561:191335696_1 (AT)n Simple_repeat
chr2:191339065:191339200 L1P1 LINE/L1
chr2:191339065:191339200_1 L1P1 LINE/L1
chr2:191339827:191339962 L1P1 LINE/L1
chr2:191339827:191339962_1 L1P1 LINE/L1
chr2:191348277:191348412 AluSx SINE/Alu
chr2:191348277:191348412_1 AluSx SINE/Alu
chr2:191351867:191352002 AluSx SINE/Alu
chr2:191351867:191352002_1 AluSx SINE/Alu
chr2:191356781:191356916 L1PBa LINE/L1
chr2:191356781:191356916_1 L1PBa LINE/L1
chr2:191376507:191376642 AluY SINE/Alu
chr2:191376507:191376642_1 AluY SINE/Alu
chr2:191387011:191387146 L1PA17 LINE/L1
chr2:191387790:191387925 L1MC4a LINE/L1
chr2:191387790:191387925_1 L1MC4a LINE/L1
chr2:191398285:191398420 MLT1J LTR/ERVL-MaLR
chr2:191398285:191398420_1 MLT1J LTR/ERVL-MaLR
chr2:191398477:191398612 MIR3 SINE/MIR
chr2:191404945:191405080 L1M2 LINE/L1
chr2:191404945:191405080 AluJb SINE/Alu
chr2:191404945:191405080_1 L1M2 LINE/L1
chr2:191404945:191405080_1 AluJb SINE/Alu
chr2:191405212:191405347 SVA_A Retroposon/SVA
chr2:191405212:191405347 7SLRNA srpRNA
chr2:191405212:191405347_1 SVA_A Retroposon/SVA
chr2:191405212:191405347_1 7SLRNA srpRNA
chr2:191409548:191409683 SVA_E Retroposon/SVA
chr2:191409548:191409683_1 SVA_E Retroposon/SVA
chr2:191417907:191418042 MIR SINE/MIR
chr2:191417907:191418042_1 MIR SINE/MIR
chr2:191430673:191430808 MLT1C2 LTR/ERVL-MaLR
chr2:191430673:191430808 LTR16A LTR/ERVL
chr2:191430673:191430808_1 MLT1C2 LTR/ERVL-MaLR
chr2:191430673:191430808_1 LTR16A LTR/ERVL
chr2:191439523:191439658 (CTTC)n Simple_repeat
chr2:191439523:191439658 AluSx SINE/Alu
chr2:191439523:191439658_1 (CTTC)n Simple_repeat
chr2:191439523:191439658_1 AluSx SINE/Alu
chr2:191446623:191446758 MER63B DNA/hAT-Tip100
chr2:191446623:191446758_1 MER63B DNA/hAT-Tip100
chr2:191455556:191455691 LTR40b LTR/ERVL
chr2:191455556:191455691_1 LTR40b LTR/ERVL
chr2:191470184:191470319 AluSx SINE/Alu
chr2:191470184:191470319_1 AluSx SINE/Alu
chr2:191471327:191471462 AluSx SINE/Alu
chr2:191471327:191471462_1 AluSx SINE/Alu
chr2:19711077:19711212 L1PB1 LINE/L1
chr2:19711077:19711212_1 L1PB1 LINE/L1
chr2:19718992:19719127 L1M5 LINE/L1
chr2:19718992:19719127_1 L1M5 LINE/L1
chr2:19723170:19723305 (CA)n Simple_repeat
chr2:19723170:19723305_1 (CA)n Simple_repeat
chr2:19729727:19729862 (GT)n Simple_repeat
chr2:19729727:19729862_1 (GT)n Simple_repeat
chr2:208526072:208526207 (TCTT)n Simple_repeat
chr2:208526072:208526207_1 (TCTT)n Simple_repeat
chr2:208526735:208526870 AluY SINE/Alu
chr2:208526735:208526870_1 AluY SINE/Alu
chr2:208527470:208527605 AluSx SINE/Alu
chr2:208527470:208527605_1 AluSx SINE/Alu
chr2:208528246:208528381 AluSx SINE/Alu
chr2:208528246:208528381 (TTAA)n Simple_repeat
chr2:208528246:208528381_1 AluSx SINE/Alu
chr2:208528246:208528381_1 (TTAA)n Simple_repeat
chr2:216297728:216297863 (AC)n Simple_repeat
chr2:216297728:216297863_1 (AC)n Simple_repeat
chr2:216302985:216303120 (T)n Simple_repeat
chr2:216302985:216303120_1 (T)n Simple_repeat
chr2:216304316:216304451 (TAA)n Simple_repeat
chr2:216304316:216304451 7SLRNA srpRNA
chr2:216304316:216304451_1 (TAA)n Simple_repeat
chr2:216304316:216304451_1 7SLRNA srpRNA
chr2:216305766:216305901 AluY SINE/Alu
chr2:216305766:216305901_1 AluY SINE/Alu
chr2:218673697:218673832 (ATGG)n Simple_repeat
chr2:218673697:218673832_1 (ATGG)n Simple_repeat
chr2:218675465:218675600 L1MA7 LINE/L1
chr2:218675465:218675600_1 L1MA7 LINE/L1
chr2:25137526:25137661 (A)n Simple_repeat
chr2:25137526:25137661_1 (A)n Simple_repeat
chr2:25137528:25137663 (A)n Simple_repeat
chr2:25137528:25137663_1 (A)n Simple_repeat
chr2:25139250:25139385 AluY SINE/Alu
chr2:25139250:25139385_1 AluY SINE/Alu
chr2:25144259:25144394 7SLRNA srpRNA
chr2:25144259:25144394_1 7SLRNA srpRNA
chr2:25144523:25144658 AluSx SINE/Alu
chr2:25144523:25144658_1 AluSx SINE/Alu
chr2:25148137:25148272 (TG)n Simple_repeat
chr2:25148137:25148272_1 (TG)n Simple_repeat
chr2:25148551:25148686 (GT)n Simple_repeat
chr2:25148551:25148686_1 (GT)n Simple_repeat
chr2:25148555:25148690 (GT)n Simple_repeat
chr2:25173390:25173525 AluSx SINE/Alu
chr2:25173390:25173525_1 AluSx SINE/Alu
chr2:25173654:25173789 AluSx SINE/Alu
chr2:25173654:25173789_1 AluSx SINE/Alu
chr2:25183796:25183931 Tigger1 DNA/TcMar-Tigger
chr2:25183796:25183931_1 Tigger1 DNA/TcMar-Tigger
chr2:25188347:25188482 AluSx SINE/Alu
chr2:25188347:25188482_1 AluSx SINE/Alu
chr2:25200557:25200692 L1MC4 LINE/L1
chr2:25200557:25200692_1 L1MC4 LINE/L1
chr2:25201675:25201810 SVA_A Retroposon/SVA
chr2:25201675:25201810 AluJb SINE/Alu
chr2:25201675:25201810_1 SVA_A Retroposon/SVA
