statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
1053__WILDTYPE_SNP_INDIV	0.700830972401945	0.402504616288178	0.659706165835712	1	25	5	4	0.334340306804232
3697__WILDTYPE_SNP_INDIV	0.739827847982269	0.3897160301211	0.649391398802486	1	26	5	4	0.141297056512062
2298__WILDTYPE_SNP_INDIV	0.0559221080779935	0.813061344257143	0.912080736580185	1	26	5	4	0.0531801531860358
3742__WILDTYPE_SNP_INDIV	8.69711767158822	0.00318713622675358	0.0413380182491633	1	25	5	4	-1.65261664989396
2743__WILDTYPE_SNP_INDIV	0.0842676579147792	0.771595213538546	0.893122390200551	1	25	5	4	0.137939049281874
3815__WILDTYPE_SNP_INDIV	9.15410194135438	0.00248161139940055	0.0346199218189629	1	24	5	4	-1.86232014390102
4188__WILDTYPE_SNP_INDIV	0.771037786212219	0.379896196220071	0.640816114467529	1	16	5	4	-0.828582965353088
486__WILDTYPE_SNP_INDIV	14.6193289708399	0.000131558254803064	0.00517498413770412	1	26	5	4	1.25137815960632
2756__WILDTYPE_SNP_INDIV	2.67150748396978	0.102159218281973	0.325760334538315	1	22	5	4	0.957522153300266
4659__WILDTYPE_SNP_INDIV	0.199940458242054	0.654768910699593	0.83348435078179	1	26	5	4	-0.0637568147367933
4075__WILDTYPE_SNP_INDIV	2.54393464510849	0.110718569911135	0.336929877617969	1	26	5	4	0.408830346860863
2266__WILDTYPE_SNP_INDIV	0.234887391135999	0.627923345132978	0.818415028053547	1	24	5	4	0.179898573226876
1433__WILDTYPE_SNP_INDIV	2.22024173825685	0.136211730464718	0.377413449480474	1	26	5	4	0.474454845871675
17__WILDTYPE_SNP_INDIV	0.00538067332126957	0.941525159249619	0.974768665801444	1	26	5	4	-0.020335430984011
305__WILDTYPE_SNP_INDIV	0.552855582952816	0.457153246312385	0.70542714760551	1	26	5	4	-0.137125551090568
3971__WILDTYPE_SNP_INDIV	0.624325270715417	0.429444514831652	0.685368881502194	1	24	5	4	0.346323699226843
890__WILDTYPE_SNP_INDIV	0.00754182183482044	0.930795780505176	0.969587356336952	1	26	5	4	0.0247343088054279
569__WILDTYPE_SNP_INDIV	6.9277464014026	0.00848685622227092	0.0765359957238575	1	26	5	4	0.398910384030576
4090__WILDTYPE_SNP_INDIV	0.491949916026442	0.483058778598792	0.724269011841525	1	19	5	4	0.419209789281184
1548__WILDTYPE_SNP_INDIV	0.0440174940108591	0.833821068416584	0.923116826307394	1	26	5	4	-0.0621224879211954
786__WILDTYPE_SNP_INDIV	0.490794501925393	0.483573109266493	0.724269011841525	1	26	5	4	-0.307069847954726
1684__WILDTYPE_SNP_INDIV	6.76321830863571	0.00930557841722819	0.0800313097209285	1	25	5	4	1.14637763330967
3623__WILDTYPE_SNP_INDIV	0.00535579659094765	0.941660248938423	0.974768665801444	1	25	5	4	-0.0290178968891094
1228__WILDTYPE_SNP_INDIV	0.0591370571610241	0.807865091929138	0.909867302550559	1	26	5	4	-0.046174931391033
2751__WILDTYPE_SNP_INDIV	1.1485739039822	0.283847880520905	0.556903507203526	1	25	5	4	-0.410399297394843
3184__WILDTYPE_SNP_INDIV	0.430610377117318	0.511689597409831	0.744797809514644	1	26	5	4	0.157656020259477
3682__WILDTYPE_SNP_INDIV	0.040778131601428	0.839966789780367	0.925207172909388	1	24	5	4	-0.0906068576147253
3704__WILDTYPE_SNP_INDIV	2.50998874498919	0.113126739643299	0.34030468654275	1	19	5	4	0.804774908454105
424__WILDTYPE_SNP_INDIV	0.748162319276389	0.387058675768327	0.646703190894062	1	26	5	4	0.215647000582117
4507__WILDTYPE_SNP_INDIV	0.886792561677339	0.346347975819954	0.613329865667881	1	26	5	4	-0.295260265109484
1644__WILDTYPE_SNP_INDIV	0.0301963495103337	0.862045460979554	0.937447579252409	1	23	5	4	0.0601741342982739
3775__WILDTYPE_SNP_INDIV	4.13096128765392	0.0421054264134895	0.19404096462196	1	18	5	4	1.45711555976373
4504__WILDTYPE_SNP_INDIV	2.75935453079182	0.0966872405038844	0.316372384758645	1	26	5	4	0.500523004561009
1624__WILDTYPE_SNP_INDIV	10.1897485119698	0.0014122357450386	0.0248253455693782	1	26	5	4	0.614367021605407
4493__WILDTYPE_SNP_INDIV	0.0935729057182471	0.759683155938795	0.886349924601883	1	26	5	4	0.0463059647991468
4165__WILDTYPE_SNP_INDIV	0.536565798704373	0.46385946593258	0.710838984306135	1	22	5	4	0.397591521604017
2230__WILDTYPE_SNP_INDIV	1.74851391237348	0.186063663391428	0.44601374656117	1	26	5	4	0.479880497834182
2880__WILDTYPE_SNP_INDIV	0.144917105245668	0.703440864307346	0.860079670779861	1	26	5	4	0.141484965196489
2567__WILDTYPE_SNP_INDIV	2.32053260182283	0.127676303691521	0.363415528716258	1	26	5	4	0.451491431785496
140__WILDTYPE_SNP_INDIV	0.75290713845834	0.385557371545271	0.645825419213178	1	26	5	4	0.196451138335306
4390__WILDTYPE_SNP_INDIV	0.427676790747967	0.513131118969979	0.745765063578718	1	13	5	4	0.701080268656105
717__WILDTYPE_SNP_INDIV	0.0813065593310967	0.775534548817235	0.894392480272515	1	26	5	4	-0.0909704938617843
2570__WILDTYPE_SNP_INDIV	0.0565021928573515	0.812112310580554	0.911655433561656	1	23	5	4	-0.172192764472729
986__WILDTYPE_SNP_INDIV	1.16495470046812	0.280440344156189	0.553094622128621	1	26	5	4	0.25832384750952
3309__WILDTYPE_SNP_INDIV	6.0849102978118	0.0136341289548113	0.102075171379313	1	26	5	4	0.725926398601975
880__WILDTYPE_SNP_INDIV	18.4467260772162	1.74720740950014e-05	0.00108894134521963	1	26	5	4	0.548965635051074
3481__WILDTYPE_SNP_INDIV	0.531747864891088	0.465872946403986	0.710855065815868	1	24	5	4	0.390018294505401
1283__WILDTYPE_SNP_INDIV	10.8459840033634	0.000990102520619588	0.0194733688379238	1	26	5	4	0.502620038432159
3287__WILDTYPE_SNP_INDIV	0.325287091869995	0.568447486706618	0.781656013955604	1	25	5	4	0.141393054049582
1783__WILDTYPE_SNP_INDIV	2.80923025535094	0.0937233364248333	0.311265253635138	1	26	5	4	-0.320899381396011
1563__WILDTYPE_SNP_INDIV	0.131584767304048	0.716794523810605	0.866691085857166	1	26	5	4	0.0829379439747151
434__WILDTYPE_SNP_INDIV	3.03178959914021	0.081647915452036	0.286215008220833	1	26	5	4	0.384892949889911
998__WILDTYPE_SNP_INDIV	0.21907681157154	0.63974424366489	0.825121849120518	1	26	5	4	-0.0964067509923314
2628__WILDTYPE_SNP_INDIV	1.81689484530398	0.17768333681872	0.436374234239541	1	26	5	4	-0.272088356907128
1979__WILDTYPE_SNP_INDIV	0.255107050802962	0.613501782816631	0.810060829892124	1	26	5	4	-0.0886745042950934
3744__WILDTYPE_SNP_INDIV	0.913508923401992	0.339185109129413	0.606287758388498	1	11	5	4	-0.829879165906189
1520__WILDTYPE_SNP_INDIV	0.768137848340757	0.380793741000814	0.641238875519717	1	26	5	4	0.241577947909443
4471__WILDTYPE_SNP_INDIV	2.03442087058966	0.15377274464186	0.403474795809889	1	26	5	4	0.293906076582171
2419__WILDTYPE_SNP_INDIV	1.89185414787971	0.168992940327293	0.423276158993048	1	26	5	4	-0.379306501951094
88__WILDTYPE_SNP_INDIV	1.08247517399604	0.298144501885762	0.572074210595418	1	26	5	4	0.299695464993857
124__WILDTYPE_SNP_INDIV	1.76388753952915	0.184140356806135	0.443174309083571	1	26	5	4	0.287525218242239
2493__WILDTYPE_SNP_INDIV	16.8481356161092	4.04930880662749e-05	0.00208953042612961	1	26	5	4	0.789376844978842
1704__WILDTYPE_SNP_INDIV	0.031667644445406	0.858759061269436	0.934933016114343	1	26	5	4	0.0579012115656978
3739__WILDTYPE_SNP_INDIV	0.514396499232589	0.473241813784129	0.717016106143363	1	26	5	4	-0.272207021116928
3174__WILDTYPE_SNP_INDIV	0.615631646613679	0.432675240823325	0.689007875171785	1	25	5	4	0.338579375432487
306__WILDTYPE_SNP_INDIV	0.491960367165575	0.483054130404836	0.724269011841525	1	26	5	4	-0.127998383984476
2070__WILDTYPE_SNP_INDIV	2.73734425620432	0.0980275581143132	0.318938475519043	1	26	5	4	0.595609681864883
1076__WILDTYPE_SNP_INDIV	5.04895150776838	0.0246408447187773	0.141788265953732	1	26	5	4	-0.31394727311049
3179__WILDTYPE_SNP_INDIV	4.01598588540764	0.0450708652937115	0.202281603171849	1	26	5	4	-0.700926558410375
481__WILDTYPE_SNP_INDIV	1.21871133591185	0.269613701180577	0.542733285220465	1	26	5	4	0.16657993898867
4526__WILDTYPE_SNP_INDIV	1.25892706200329	0.261854280848007	0.534056084187431	1	22	5	4	0.516897773194455
3645__WILDTYPE_SNP_INDIV	0.604048279067456	0.43703757961878	0.691567442548146	1	25	5	4	0.303711083769354
2635__WILDTYPE_SNP_INDIV	0.269391412955429	0.603740310008419	0.803513140960455	1	26	5	4	0.171145818196695
2071__WILDTYPE_SNP_INDIV	4.41988158501931	0.0355225014548385	0.175023084683542	1	22	5	4	1.24019255412307
3909__WILDTYPE_SNP_INDIV	0.114028770615278	0.735603245246801	0.875411527767487	1	25	5	4	0.10250684481387
2586__WILDTYPE_SNP_INDIV	1.15769370479802	0.281944359747661	0.554756450360405	1	26	5	4	-0.205700092154169
1077__WILDTYPE_SNP_INDIV	0.578397524360298	0.446941126577131	0.698968042922623	1	26	5	4	-0.112309185957691
3221__WILDTYPE_SNP_INDIV	0.0112619543642722	0.915485274072833	0.962834501484884	1	26	5	4	0.0142471134121439
1992__WILDTYPE_SNP_INDIV	0.0460848571576662	0.830021620491425	0.922043096459179	1	25	5	4	0.0677746814675757
1133__WILDTYPE_SNP_INDIV	4.6610629576719	0.030854084738018	0.162662707084271	1	25	5	4	-0.880377987581477
3095__WILDTYPE_SNP_INDIV	0.372340851549325	0.541731060251251	0.764862417812813	1	26	5	4	0.0789932852887119
3046__WILDTYPE_SNP_INDIV	0.946638683612946	0.330576369802007	0.601378316406304	1	24	5	4	0.495502467394844
129__WILDTYPE_SNP_INDIV	1.8664795036434	0.171878831537438	0.427360551217082	1	26	5	4	-0.300868451929756
2045__WILDTYPE_SNP_INDIV	0.256405016743201	0.612600784213478	0.810060829892124	1	25	5	4	-0.274592791420161
2781__WILDTYPE_SNP_INDIV	1.39622155461961	0.237357231349821	0.510054190361586	1	24	5	4	0.482553832484779
51__WILDTYPE_SNP_INDIV	0.205311917695212	0.650466956129396	0.831804632304774	1	19	5	4	-0.235729615141551
3210__WILDTYPE_SNP_INDIV	0.469853486410784	0.493054579363627	0.733857115968397	1	26	5	4	0.288362974525214
4355__WILDTYPE_SNP_INDIV	0.547196923070203	0.459465297113089	0.707175741130761	1	17	5	4	0.51290913901944
1184__WILDTYPE_SNP_INDIV	0.165516242974718	0.684127801321249	0.848134672834067	1	26	5	4	-0.0522245275265057
411__WILDTYPE_SNP_INDIV	2.5137475905733	0.112857263059805	0.339775411181936	1	26	5	4	0.572254513788942
3791__WILDTYPE_SNP_INDIV	0.236772933931661	0.626546649497665	0.818012766503836	1	26	5	4	0.153282159798327
1620__WILDTYPE_SNP_INDIV	0.0229840503729974	0.879498556297829	0.946836860993334	1	26	5	4	0.0275845437358757
1900__WILDTYPE_SNP_INDIV	2.52676318278282	0.111929607063662	0.338068924167926	1	26	5	4	0.428545342110973
1630__WILDTYPE_SNP_INDIV	0.829330416770063	0.362466217443702	0.626612167691761	1	26	5	4	-0.179869910881193
670__WILDTYPE_SNP_INDIV	232.127959710103	2.04776041170431e-52	4.91360110788448e-49	1	26	5	4	2.12299102880578
2791__WILDTYPE_SNP_INDIV	0.0385263142636632	0.844390065855842	0.927260781802847	1	26	5	4	0.0635134366252805
1188__WILDTYPE_SNP_INDIV	0.0648751331732456	0.798950201841005	0.905313845495972	1	26	5	4	0.0684002658238213
2687__WILDTYPE_SNP_INDIV	6.27163413949029	0.0122685943042575	0.0946575306529451	1	25	5	4	-0.734162966029049
2921__WILDTYPE_SNP_INDIV	1.23022804442348	0.267362693447508	0.539786943985945	1	26	5	4	0.307936447491758
13__WILDTYPE_SNP_INDIV	3.49953388798667	0.0613861040602319	0.241996608504961	1	26	5	4	-0.51642572009916
284__WILDTYPE_SNP_INDIV	1.23347961400555	0.26673140173385	0.539647553507903	1	24	5	4	0.305191910088639
1677__WILDTYPE_SNP_INDIV	1.82900837004331	0.176244716778359	0.433965313401408	1	26	5	4	-0.483064925524452
1177__WILDTYPE_SNP_INDIV	0.169247934676378	0.680781058550297	0.846171535867101	1	26	5	4	0.146584733491263
2700__WILDTYPE_SNP_INDIV	14.4098925690087	0.000147027902921442	0.00559989608031744	1	26	5	4	0.791104363015721
266__WILDTYPE_SNP_INDIV	0.883952205869491	0.347121482226939	0.613559514971665	1	23	5	4	0.399753531296803
4413__WILDTYPE_SNP_INDIV	0.514193255585269	0.473329240313018	0.717016106143363	1	26	5	4	0.144189099580661
866__WILDTYPE_SNP_INDIV	0.0388234562042271	0.843798828070041	0.927260781802847	1	26	5	4	0.0416661699985962
4451__WILDTYPE_SNP_INDIV	26.7052987753441	2.36970785355536e-07	2.99269157610847e-05	1	26	5	4	-1.50956968754408
940__WILDTYPE_SNP_INDIV	2.26021810525708	0.132735365600079	0.372168080616784	1	26	5	4	0.278082704558828
80__WILDTYPE_SNP_INDIV	0.0401278098383955	0.841230892881427	0.9254193568492	1	26	5	4	0.038059489057073
1789__WILDTYPE_SNP_INDIV	3.82238059565589	0.0505723370794393	0.214585893584641	1	26	5	4	0.292225509756493
2922__WILDTYPE_SNP_INDIV	1.62777000047208	0.202011766456182	0.469310121852308	1	26	5	4	-0.290359582120024
139__WILDTYPE_SNP_INDIV	0.16252898015	0.686838739511858	0.8490428161325	1	26	5	4	0.0712785393673254
2502__WILDTYPE_SNP_INDIV	0.953464517148177	0.328838999342628	0.5991261798957	1	24	5	4	-0.391239538216506
394__WILDTYPE_SNP_INDIV	0.894104127795799	0.344367546210589	0.611628369453967	1	25	5	4	-0.313084104109946
359__WILDTYPE_SNP_INDIV	2.58458333198087	0.107908801056561	0.333881540772237	1	23	5	4	0.671912055139891
408__WILDTYPE_SNP_INDIV	11.0948322957431	0.000865686120812109	0.0178180903523561	1	24	5	4	1.21901471939945
1248__WILDTYPE_SNP_INDIV	3.21967297544097	0.0727581643361497	0.268191297444697	1	26	5	4	0.274130637081111
154__WILDTYPE_SNP_INDIV	0.0137852184986968	0.906534787486587	0.95888482370468	1	23	5	4	-0.0546026257551745
298__WILDTYPE_SNP_INDIV	0.401862233599786	0.52612908573673	0.756261980951298	1	26	5	4	-0.145482688636935
4304__WILDTYPE_SNP_INDIV	7.46791655638935	0.00628081951497848	0.0633228001100456	1	26	5	4	0.564320123977379
350__WILDTYPE_SNP_INDIV	2.49247529150034	0.114391686849416	0.34224794587927	1	23	5	4	0.937325682026605
4692__WILDTYPE_SNP_INDIV	1.8049236726676	0.179118384803762	0.437672672440556	1	16	5	4	-1.34057100253005
2059__WILDTYPE_SNP_INDIV	0.02492336045907	0.874558181024775	0.943783384469957	1	25	5	4	0.0673484674277544
1415__WILDTYPE_SNP_INDIV	1.12503851024576	0.288836113352075	0.563465247144963	1	22	5	4	-0.588090223908375
1100__WILDTYPE_SNP_INDIV	0.751654428229358	0.385952934008373	0.646008857831909	1	24	5	4	0.344704228050098
953__WILDTYPE_SNP_INDIV	0.320317624103154	0.571416827013952	0.782977861840292	1	26	5	4	-0.162258906169132
3206__WILDTYPE_SNP_INDIV	1.69413304388718	0.193057037885581	0.456844538862378	1	26	5	4	-0.479118249968213
3694__WILDTYPE_SNP_INDIV	0.3331776626585	0.563793929001844	0.779500739060746	1	24	5	4	-0.329410846319917
1009__WILDTYPE_SNP_INDIV	0.018861231342953	0.890765059455294	0.951008124655386	1	24	5	4	0.0546546638692947
666__WILDTYPE_SNP_INDIV	6.10223033703051	0.013501137739867	0.101237437521284	1	26	5	4	-0.8166135630838
2019__WILDTYPE_SNP_INDIV	0.0525797624807183	0.818633597041506	0.915762851329181	1	20	5	4	-0.158641742458107
1245__WILDTYPE_SNP_INDIV	0.439523680736329	0.50735244400365	0.742086064850204	1	26	5	4	-0.208222315291828
1168__WILDTYPE_SNP_INDIV	0.00662256989198795	0.935140411247132	0.971792731393457	1	26	5	4	-0.0122096484409219
3862__WILDTYPE_SNP_INDIV	0.0029382668069502	0.956771214054936	0.981041333248185	1	24	5	4	0.0204019703777265
385__WILDTYPE_SNP_INDIV	1.79461896869861	0.180364399041181	0.439283898872056	1	25	5	4	-0.613053345324231
1960__WILDTYPE_SNP_INDIV	5.30036047375825	0.0213210115088265	0.1313472839934	1	25	5	4	1.30027315895053
2711__WILDTYPE_SNP_INDIV	0.0493275498602088	0.824237545233441	0.919006864880908	1	21	5	4	-0.117642343958199
3341__WILDTYPE_SNP_INDIV	4.94808607830078	0.0261195687977497	0.146949367714421	1	11	5	4	-1.15169934602637
686__WILDTYPE_SNP_INDIV	0.151360164211383	0.69723891076781	0.855986066199724	1	23	5	4	0.164136196481008
745__WILDTYPE_SNP_INDIV	10.3639646197475	0.00128498946569573	0.0235785288098849	1	26	5	4	0.88612064032131
1724__WILDTYPE_SNP_INDIV	1.29661032619867	0.254833316021624	0.525320053087532	1	20	5	4	-0.651822703264158
583__WILDTYPE_SNP_INDIV	0.0304975777339678	0.861366007527034	0.937332093490818	1	25	5	4	-0.0649964716658957
3247__WILDTYPE_SNP_INDIV	94.7730180501724	2.13516219580857e-22	1.02466433776853e-19	1	7	5	4	-4.52718867615192
821__WILDTYPE_SNP_INDIV	4.60956881855918	0.0317940265959766	0.165129365404861	1	25	5	4	-0.847573313996684
4561__WILDTYPE_SNP_INDIV	0.212177027427856	0.645066397223077	0.828326969365728	1	23	5	4	0.255390247490928
84__WILDTYPE_SNP_INDIV	10.3315509012452	0.00130775273059703	0.0238627580005139	1	25	5	4	1.3348421557818
43__WILDTYPE_SNP_INDIV	0.00097519579821892	0.975087610249751	0.987419348730076	1	26	5	4	0.0050474788589216
872__WILDTYPE_SNP_INDIV	2.34535930617676	0.125656585682135	0.361743224168307	1	24	5	4	-0.766021440083268
674__WILDTYPE_SNP_INDIV	4.99069367259625	0.0254839909393884	0.14507434462411	1	11	5	4	-2.30737153962802
744__WILDTYPE_SNP_INDIV	7.30745174638105	0.00686692380106753	0.0660408162751966	1	25	5	4	1.30127315323419
1970__WILDTYPE_SNP_INDIV	0.827343297547486	0.363041868854584	0.626846594398522	1	26	5	4	-0.15819437915667
4147__WILDTYPE_SNP_INDIV	0.273198754149462	0.601194047678596	0.802539703702248	1	25	5	4	-0.194024399966255
2054__WILDTYPE_SNP_INDIV	0.157067088148779	0.691871258675304	0.852230536545889	1	26	5	4	0.149088257971974
2189__WILDTYPE_SNP_INDIV	2.53038598302339	0.111672896518114	0.337905567711493	1	17	5	4	1.04541817262855
3882__WILDTYPE_SNP_INDIV	9.70481175603254	0.00183786148943348	0.0288060382082273	1	26	5	4	0.615144471117226
1116__WILDTYPE_SNP_INDIV	4.85526254717615	0.0275619186752079	0.151796225350188	1	25	5	4	0.64662802325638
3252__WILDTYPE_SNP_INDIV	5.27802230342991	0.0215962651413055	0.131690567233958	1	19	5	4	-1.93432051911345
4316__WILDTYPE_SNP_INDIV	2.34658957056331	0.125557428307384	0.361674728959864	1	26	5	4	-0.549213892745709
4049__WILDTYPE_SNP_INDIV	0.768036838846001	0.380825057911453	0.641238875519717	1	26	5	4	0.154319554534452
2696__WILDTYPE_SNP_INDIV	6.25366474545831	0.0123936632353488	0.0951275428872804	1	17	5	4	2.48691455245264
2724__WILDTYPE_SNP_INDIV	0.232827537651929	0.62943513180096	0.819495170242216	1	26	5	4	0.161637517096513
2438__WILDTYPE_SNP_INDIV	3.49312880964953	0.0616240125011379	0.242404619666361	1	26	5	4	0.432517331644945
562__WILDTYPE_SNP_INDIV	2.34345958184178	0.125809871479531	0.361896849819165	1	25	5	4	0.877020807299878
4059__WILDTYPE_SNP_INDIV	0.82477228966161	0.363788545076051	0.627541778511851	1	8	5	4	-0.712628676644088
2534__WILDTYPE_SNP_INDIV	7.33885966657272	0.00674796324524197	0.0655535943601543	1	26	5	4	0.413825760646452
3767__WILDTYPE_SNP_INDIV	1.88638769874797	0.16960991664397	0.423715767815935	1	26	5	4	0.308871329322271
3162__WILDTYPE_SNP_INDIV	2.39711972990972	0.121558879002618	0.355154231278436	1	26	5	4	0.360916916469699
3843__WILDTYPE_SNP_INDIV	0.885743414977469	0.346633414707439	0.613392207994456	1	24	5	4	-0.430861103007724
3384__WILDTYPE_SNP_INDIV	4.58853868481901	0.0321864448301051	0.166267759676722	1	26	5	4	0.451567266019147
3187__WILDTYPE_SNP_INDIV	1.60312771052577	0.20546053117481	0.474040908224959	1	26	5	4	0.134063641221815
4480__WILDTYPE_SNP_INDIV	0.0898217317795797	0.764403909156479	0.888736684014512	1	25	5	4	0.125054080339367
2508__WILDTYPE_SNP_INDIV	2.63788487332272	0.104342376838366	0.32840536505051	1	23	5	4	0.912034891644571
1233__WILDTYPE_SNP_INDIV	1.66747046138698	0.196597688120067	0.462293787650551	1	26	5	4	0.264271358112253
762__WILDTYPE_SNP_INDIV	5.93097998133726	0.014876966360367	0.107337510990216	1	20	5	4	-1.41624853711724
4502__WILDTYPE_SNP_INDIV	0.0236472564573091	0.877785849597592	0.945990184643801	1	10	5	4	0.180555630389247
370__WILDTYPE_SNP_INDIV	1.29268058681146	0.25555453974519	0.526580608088091	1	26	5	4	0.200848230445159
1928__WILDTYPE_SNP_INDIV	0.00838002448199404	0.927061558800774	0.968291315583969	1	25	5	4	-0.0246803541007516
4142__WILDTYPE_SNP_INDIV	8.38066381837587	0.00379233888063644	0.0464271282861589	1	21	5	4	-1.38679968349062
1450__WILDTYPE_SNP_INDIV	1.09505757794727	0.295353323653942	0.569134294791826	1	25	5	4	0.305023974858074
1958__WILDTYPE_SNP_INDIV	4.78094659443263	0.0287762983099278	0.155866202696776	1	14	5	4	1.41359850976665
2608__WILDTYPE_SNP_INDIV	16.7228718171516	4.32563549397734e-05	0.00218379742281497	1	26	5	4	1.61385389090694
1538__WILDTYPE_SNP_INDIV	4.49239363567813	0.0340459757065103	0.171272753869708	1	25	5	4	-0.703471364461316
1542__WILDTYPE_SNP_INDIV	0.671360025750346	0.412577841688962	0.669972666611442	1	26	5	4	-0.24883636312122
3818__WILDTYPE_SNP_INDIV	0.819662686528545	0.365278806813057	0.628398616168971	1	25	5	4	0.490737737858707
4001__WILDTYPE_SNP_INDIV	3.18451961508674	0.0743388447062149	0.271707628137948	1	22	5	4	-0.952700659387046
4092__WILDTYPE_SNP_INDIV	1.10245242963583	0.29372852782338	0.56839024044274	1	23	5	4	0.357374948141353
2651__WILDTYPE_SNP_INDIV	6.58454971316314	0.0102867633455888	0.0847181007710542	1	26	5	4	0.483926877944463
3719__WILDTYPE_SNP_INDIV	0.840991960848555	0.359113223578351	0.623060144595989	1	19	5	4	0.535649479505222
4436__WILDTYPE_SNP_INDIV	0.0596396158755397	0.807066451499573	0.909478985208894	1	26	5	4	-0.0731861639012039
2305__WILDTYPE_SNP_INDIV	3.89609193383058	0.0483985678342029	0.209814568235176	1	26	5	4	0.516885340568021
2297__WILDTYPE_SNP_INDIV	0.271457418828959	0.602355794878702	0.803420083274844	1	25	5	4	0.165164815758975
777__WILDTYPE_SNP_INDIV	0.242407003177163	0.622473029838242	0.815519538682425	1	20	5	4	-0.331045309125836
2441__WILDTYPE_SNP_INDIV	1.39849244335096	0.236976147881288	0.510054190361586	1	26	5	4	-0.441795968558982
81__WILDTYPE_SNP_INDIV	2.04141466654232	0.153067236430546	0.40261235244195	1	22	5	4	-0.916905033032166
2583__WILDTYPE_SNP_INDIV	11.55978518982	0.000673936386843864	0.0152557581153948	1	25	5	4	-1.56860945078818
