statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
745__WILDTYPE_SNP_INDIV	32.6184062727461	1.12147639835058e-08	2.32193626492252e-07	1	26	5	4	0.47582426642125
1724__WILDTYPE_SNP_INDIV	6.73069860895885	0.00947674763948746	0.0279761972698874	1	20	5	4	0.458476590330858
583__WILDTYPE_SNP_INDIV	2.90330137985484	0.0883983361135452	0.170482505361837	1	25	5	4	-0.210613178253168
3247__WILDTYPE_SNP_INDIV	0.505429455457175	0.477124131866969	0.608238349536513	1	7	5	4	-0.272402482296042
821__WILDTYPE_SNP_INDIV	0.0554663737930241	0.813810589019587	0.878323308068298	1	25	5	4	-0.0262444889088783
4561__WILDTYPE_SNP_INDIV	18.0254207614021	2.17974738025741e-05	0.000167346100791008	1	23	5	4	-0.669882991277799
84__WILDTYPE_SNP_INDIV	7.25078687397831	0.00708699500865149	0.0220026472943017	1	25	5	4	0.352768172531246
43__WILDTYPE_SNP_INDIV	24.4648891196834	7.56764175689632e-07	9.25447488133428e-06	1	26	5	4	-0.497625999317896
872__WILDTYPE_SNP_INDIV	48.9609529578327	2.61109086837297e-12	1.21834006926218e-10	1	24	5	4	-0.874812528246046
674__WILDTYPE_SNP_INDIV	0.00455268521216112	0.946204687025062	0.96408729410693	1	11	5	4	-0.0296384572102467
744__WILDTYPE_SNP_INDIV	6.07222470795386	0.0137323890033384	0.0377130637428824	1	25	5	4	0.333647234918134
1970__WILDTYPE_SNP_INDIV	30.0740917139365	4.15849997511414e-08	7.57036018196915e-07	1	26	5	4	-0.477339952103531
4147__WILDTYPE_SNP_INDIV	7.77873171953388	0.00528648982805501	0.0172016723856685	1	25	5	4	0.401445135202281
2054__WILDTYPE_SNP_INDIV	0.130478021787894	0.717936923583123	0.805792819883347	1	26	5	4	-0.0616531594489445
2189__WILDTYPE_SNP_INDIV	0.330253650714326	0.565509767507668	0.688758221652776	1	17	5	4	0.104921407683995
3882__WILDTYPE_SNP_INDIV	0.0197348114647866	0.888280244327006	0.928855397590893	1	26	5	4	-0.0117446302903019
1116__WILDTYPE_SNP_INDIV	0.245101365190294	0.620545676301908	0.731683640899649	1	25	5	4	-0.0462939721600772
3252__WILDTYPE_SNP_INDIV	0.107886329640905	0.742563471436124	0.825337660435248	1	19	5	4	-0.0792144021229239
4316__WILDTYPE_SNP_INDIV	25.9337935914332	3.53329270906478e-07	4.73008489129953e-06	1	26	5	4	-0.596562569687788
4049__WILDTYPE_SNP_INDIV	0.0396433728856209	0.842179486769264	0.900361175596169	1	26	5	4	-0.0163306683871545
2696__WILDTYPE_SNP_INDIV	0.00486862132925125	0.944372342507439	0.963541389877611	1	17	5	4	0.0127246652024652
2724__WILDTYPE_SNP_INDIV	0.346377570657296	0.556170897241955	0.68115668016529	1	26	5	4	-0.0745962748977669
2438__WILDTYPE_SNP_INDIV	11.5881605999061	0.000663730304813863	0.00302645905591596	1	26	5	4	0.370181670791994
562__WILDTYPE_SNP_INDIV	1.14666744186547	0.284247858870416	0.417727278972161	1	25	5	4	0.180868079585336
4059__WILDTYPE_SNP_INDIV	4.40650366672304	0.0358021489038033	0.0829629352129597	1	8	5	4	-0.641251023759707
2534__WILDTYPE_SNP_INDIV	13.1493640174181	0.000287616850296435	0.00150687495229455	1	26	5	4	0.285294999035678
3767__WILDTYPE_SNP_INDIV	1.03977423558445	0.307873984547351	0.443537880615878	1	26	5	4	0.0969866262969723
3162__WILDTYPE_SNP_INDIV	1.07622028161768	0.299544646184245	0.434665328973877	1	26	5	4	-0.102274380299419
3843__WILDTYPE_SNP_INDIV	0.403451772100652	0.525311980654705	0.653377168485122	1	24	5	4	-0.0842970156748471
3384__WILDTYPE_SNP_INDIV	0.218786633646232	0.639966001870196	0.74557617746355	1	26	5	4	0.0522882909159854
3187__WILDTYPE_SNP_INDIV	0.339349449979636	0.5602049725995	0.683509799013252	1	26	5	4	0.0479762847627098
4480__WILDTYPE_SNP_INDIV	3.56445830781126	0.0590289971520591	0.123184264139295	1	25	5	4	-0.274660982037934
2508__WILDTYPE_SNP_INDIV	0.000732112159312237	0.978413815635816	0.985798070848162	1	23	5	4	-0.00485554178889786
1233__WILDTYPE_SNP_INDIV	16.6038397280904	4.60576808490095e-05	0.000318952758156109	1	26	5	4	-0.349071463442175
762__WILDTYPE_SNP_INDIV	0.0221528946132139	0.881681082218261	0.925561934658469	1	20	5	4	-0.0245304302187361
4502__WILDTYPE_SNP_INDIV	0.278547476529326	0.59765483617555	0.712603576881102	1	10	5	4	-0.188975602874532
370__WILDTYPE_SNP_INDIV	15.014719528896	0.000106675869603439	0.000648896285288922	1	26	5	4	0.305874287459278
1928__WILDTYPE_SNP_INDIV	2.37324759761532	0.123430036796361	0.221097561253563	1	25	5	4	0.151415819687773
4142__WILDTYPE_SNP_INDIV	7.36414824276926	0.00665371106900186	0.0208052930368399	1	21	5	4	0.621545018180688
1450__WILDTYPE_SNP_INDIV	52.8599387522599	3.58201527425162e-13	1.93428824809588e-11	1	25	5	4	0.728043825084776
1958__WILDTYPE_SNP_INDIV	1.86090124418524	0.172520819797112	0.285462722744011	1	14	5	4	0.27215218353266
2608__WILDTYPE_SNP_INDIV	5.41604796928186	0.0199524728783457	0.0517214588205659	1	26	5	4	0.35013833674539
1538__WILDTYPE_SNP_INDIV	0.0781782605149601	0.77978152492881	0.851540560965203	1	25	5	4	-0.0399456806134353
1542__WILDTYPE_SNP_INDIV	1.6191554948341	0.203209581977977	0.323492961572096	1	26	5	4	-0.138440508076705
3818__WILDTYPE_SNP_INDIV	18.9692341331152	1.32843291811476e-05	0.000111227327603825	1	25	5	4	0.763029201409444
4001__WILDTYPE_SNP_INDIV	10.4750698691942	0.00120996212916307	0.00502165629771822	1	22	5	4	-0.445495827058279
4092__WILDTYPE_SNP_INDIV	5.07821621305243	0.0242282840612736	0.0601524043360541	1	23	5	4	0.311288311294219
2651__WILDTYPE_SNP_INDIV	0.0310883889619618	0.860043337806558	0.9113809222125	1	26	5	4	-0.0128821848040245
3719__WILDTYPE_SNP_INDIV	0.200086832297984	0.654650766621577	0.757038398552285	1	19	5	4	-0.0660021974473943
4436__WILDTYPE_SNP_INDIV	0.693839948653476	0.404861334816171	0.541091094306595	1	26	5	4	0.095754104728735
2305__WILDTYPE_SNP_INDIV	0.963568043850046	0.326289545931185	0.462990126290308	1	26	5	4	0.0915594719442001
2297__WILDTYPE_SNP_INDIV	3.13418834304139	0.0766665392479515	0.152502912584244	1	25	5	4	-0.160688612791139
777__WILDTYPE_SNP_INDIV	5.34293060663617	0.0208064662260767	0.0534166007919469	1	20	5	4	0.60908499338064
2441__WILDTYPE_SNP_INDIV	6.2604883520753	0.0123460166591389	0.0346785248765761	1	26	5	4	-0.379065520807069
81__WILDTYPE_SNP_INDIV	9.12287909550241	0.002524323688681	0.0092539280303592	1	22	5	4	-0.546227855626805
2583__WILDTYPE_SNP_INDIV	0.666495785230154	0.414276010052451	0.548984339086039	1	25	5	4	-0.111962269661377
1875__WILDTYPE_SNP_INDIV	23.1844237083378	1.47184680604109e-06	1.65660322010152e-05	1	23	5	4	0.807741322328439
1826__WILDTYPE_SNP_INDIV	1.75179129237813	0.185651700356074	0.301127935170872	1	26	5	4	0.147615245200964
20__WILDTYPE_SNP_INDIV	0.0998309264080603	0.752032623355448	0.832588985912527	1	12	5	4	-0.105710672304405
2092__WILDTYPE_SNP_INDIV	0.0196702367180706	0.888461977262866	0.928855397590893	1	18	5	4	0.0297788031395792
2073__WILDTYPE_SNP_INDIV	2.49142955435229	0.114467709349296	0.208973172804899	1	23	5	4	0.250865978158389
2811__WILDTYPE_SNP_INDIV	0.416207369144445	0.51883558567348	0.646325511857632	1	12	5	4	0.150455597884004
3628__WILDTYPE_SNP_INDIV	0.139140556094844	0.709136914988076	0.799398439072943	1	26	5	4	0.0467610940834191
2294__WILDTYPE_SNP_INDIV	15.5268794342551	8.13403791288133e-05	0.000519842901719517	1	25	5	4	0.514535983060876
3821__WILDTYPE_SNP_INDIV	4.90374984746643	0.0267984430787511	0.0653773184956741	1	19	5	4	0.517164101571438
3820__WILDTYPE_SNP_INDIV	6.67539565561901	0.00977528105584896	0.0285586539041618	1	25	5	4	0.321030925079205
4538__WILDTYPE_SNP_INDIV	1.24916960761061	0.263711137001714	0.394900230050413	1	23	5	4	-0.146676564686673
3531__WILDTYPE_SNP_INDIV	0.121455378622159	0.72746134339899	0.813443279752338	1	26	5	4	-0.0282127355898468
1640__WILDTYPE_SNP_INDIV	5.90315389039642	0.0151137977439425	0.0408761462900324	1	26	5	4	-0.18037374190824
1145__WILDTYPE_SNP_INDIV	0.245519554539442	0.620247717268146	0.731511786304468	1	26	5	4	-0.0583150224655105
105__WILDTYPE_SNP_INDIV	39.6267073050062	3.07449870224102e-10	9.7210794493226e-09	1	26	5	4	-0.784876710908575
2082__WILDTYPE_SNP_INDIV	1.58045450197528	0.208695238305965	0.329280799507048	1	24	5	4	0.175689564888517
4470__WILDTYPE_SNP_INDIV	3.62854692539008	0.0567963844934142	0.120036685961015	1	25	5	4	-0.214858791282515
3200__WILDTYPE_SNP_INDIV	15.310235245327	9.12209167923915e-05	0.000569360683252252	1	26	5	4	-0.460570059058642
260__WILDTYPE_SNP_INDIV	1.21861881201812	0.269631881103025	0.401440774653388	1	23	5	4	0.161151950376646
432__WILDTYPE_SNP_INDIV	5.91500390449801	0.0150124696754262	0.0406478474704779	1	26	5	4	0.282871489394613
74__WILDTYPE_SNP_INDIV	2.27714243523542	0.131293580824998	0.232240320001818	1	26	5	4	0.141762154945235
3319__WILDTYPE_SNP_INDIV	4.28508565147524	0.0384481453276313	0.0877406393374151	1	15	5	4	0.625789434620034
3567__WILDTYPE_SNP_INDIV	1.49681298664723	0.221162387885635	0.344094022718797	1	24	5	4	-0.144839719323377
248__WILDTYPE_SNP_INDIV	39.5515883831777	3.19506445854982e-10	9.97109077129248e-09	1	26	5	4	0.915699689170021
3845__WILDTYPE_SNP_INDIV	0.25485481898022	0.613677206287225	0.725543088171317	1	26	5	4	0.0710746453910243
2741__WILDTYPE_SNP_INDIV	11.5652108098367	0.000671972713588466	0.00305534613198313	1	15	5	4	0.83192613622877
2190__WILDTYPE_SNP_INDIV	5.4412444641539	0.019666652559111	0.0511737586351314	1	25	5	4	-0.388776132698752
3972__WILDTYPE_SNP_INDIV	15.4602190858693	8.42601156367303e-05	0.000537074424071785	1	25	5	4	0.726863424839543
2350__WILDTYPE_SNP_INDIV	6.90121756315511	0.00861370669568754	0.0258572606992344	1	26	5	4	0.280987081116522
391__WILDTYPE_SNP_INDIV	0.128885287021433	0.719590622633133	0.80708343812715	1	8	5	4	-0.153981930396237
1454__WILDTYPE_SNP_INDIV	22.4093433214482	2.20299701707171e-06	2.31170385677874e-05	1	24	5	4	0.849440042944173
1921__WILDTYPE_SNP_INDIV	6.48118985896372	0.0109021978271351	0.0311880730697685	1	26	5	4	-0.2284865236381
4233__WILDTYPE_SNP_INDIV	15.1546690188607	9.9053062970944e-05	0.000609024168541246	1	25	5	4	0.513823064917153
3996__WILDTYPE_SNP_INDIV	83.6854487402748	5.8010656226875e-20	8.71247543207378e-18	1	26	5	4	-1.05339371085814
285__WILDTYPE_SNP_INDIV	10.2621393235336	0.00135788126772827	0.00553048929890007	1	26	5	4	0.365043858276902
2174__WILDTYPE_SNP_INDIV	14.8550814925011	0.00011609487631919	0.000687980241171427	1	25	5	4	0.423188926919026
3929__WILDTYPE_SNP_INDIV	6.49395430493428	0.0108241944194466	0.0310388295822556	1	26	5	4	0.3304943707146
649__WILDTYPE_SNP_INDIV	0.000461568674381851	0.982859447511926	0.987792242731559	1	26	5	4	0.00234472366064655
470__WILDTYPE_SNP_INDIV	7.9064276558729	0.0049259449699024	0.0162373741600486	1	25	5	4	-0.295740979323194
2490__WILDTYPE_SNP_INDIV	5.17001088368124	0.0229800719428849	0.0577324755658676	1	26	5	4	0.15850721943355
2409__WILDTYPE_SNP_INDIV	0.0964002918763072	0.756192952271954	0.83546283416529	1	26	5	4	0.03112871763395
4235__WILDTYPE_SNP_INDIV	9.25417360087795	0.00234959337141628	0.0087332913712503	1	21	5	4	0.580208937986893
3421__WILDTYPE_SNP_INDIV	1.12810328799719	0.288180272834582	0.42212569071716	1	23	5	4	-0.190070388141508
2614__WILDTYPE_SNP_INDIV	0.179726760598442	0.671608163365694	0.771000619025642	1	25	5	4	0.0501052779165244
3510__WILDTYPE_SNP_INDIV	16.1392513342857	5.88516049183504e-05	0.00039669118266142	1	22	5	4	0.581407137043273
1877__WILDTYPE_SNP_INDIV	10.3119849079953	0.00132169051089805	0.00542446165275494	1	26	5	4	0.338254962627484
1782__WILDTYPE_SNP_INDIV	7.41286546353149	0.00647590991088764	0.0203303402523025	1	26	5	4	-0.198251566951095
1968__WILDTYPE_SNP_INDIV	0.192169865760206	0.66111675994631	0.762497515791208	1	17	5	4	0.083196307661858
1257__WILDTYPE_SNP_INDIV	0.801330803895553	0.370695778673131	0.508297524115357	1	22	5	4	0.133739121501954
1142__WILDTYPE_SNP_INDIV	0.185518759733441	0.666672783998201	0.766775991094445	1	26	5	4	0.047484100726674
4543__WILDTYPE_SNP_INDIV	3.79066581181223	0.0515391433369569	0.111374605610348	1	20	5	4	-0.294883872373266
1763__WILDTYPE_SNP_INDIV	11.9747064339954	0.000539275619413516	0.0025431190061733	1	26	5	4	0.234905220486574
2572__WILDTYPE_SNP_INDIV	15.2721229466038	9.30801115473227e-05	0.000577962553096167	1	26	5	4	-0.294158682727829
1356__WILDTYPE_SNP_INDIV	3.87174430241203	0.0491054617511965	0.107321895941906	1	26	5	4	0.242068009203687
1865__WILDTYPE_SNP_INDIV	0.117796984913184	0.731436229223857	0.815610792958204	1	26	5	4	0.0397715483225104
1860__WILDTYPE_SNP_INDIV	13.66017092528	0.000219051559450943	0.00120041253674029	1	26	5	4	0.392773438479103
330__WILDTYPE_SNP_INDIV	3.06667075919268	0.0799129738900435	0.157531481753712	1	26	5	4	0.155999512952355
3506__WILDTYPE_SNP_INDIV	0.450340815267054	0.502173151057057	0.630965794504632	1	16	5	4	-0.179511398286627
1405__WILDTYPE_SNP_INDIV	0.556959475128224	0.455487916897789	0.589253009047315	1	26	5	4	-0.0611669041601583
3096__WILDTYPE_SNP_INDIV	30.2748617029915	3.74954109276289e-08	6.90432739150132e-07	1	26	5	4	0.434167858218763
1081__WILDTYPE_SNP_INDIV	2.24619802709003	0.133943135331438	0.235281691667723	1	26	5	4	0.160189266297382
1914__WILDTYPE_SNP_INDIV	0.0459842220620885	0.830204481630517	0.890815525500395	1	24	5	4	-0.0347318326393806
1314__WILDTYPE_SNP_INDIV	8.40066408481414	0.00375083960899924	0.0129967809378878	1	20	5	4	-0.549365065762199
3621__WILDTYPE_SNP_INDIV	3.46976275139036	0.0625002742569855	0.128916874712048	1	26	5	4	0.276183281409732
4572__WILDTYPE_SNP_INDIV	8.20161180300965	0.00418531924349333	0.0141749166919951	1	26	5	4	0.240029734698289
1596__WILDTYPE_SNP_INDIV	27.2330143705331	1.80352593641226e-07	2.68351258526233e-06	1	26	5	4	0.593993270881649
1355__WILDTYPE_SNP_INDIV	1.33607163636771	0.247727932918669	0.376765963799722	1	23	5	4	0.161332640715326
3047__WILDTYPE_SNP_INDIV	23.4916046012518	1.2546003786152e-06	1.44402414274746e-05	1	25	5	4	0.411332361394244
3868__WILDTYPE_SNP_INDIV	0.51710677717665	0.472078464625034	0.603246237965411	1	26	5	4	-0.0998966551057252
2364__WILDTYPE_SNP_INDIV	3.90882263552066	0.0480332366458108	0.105265725180012	1	26	5	4	0.205200521493363
1511__WILDTYPE_SNP_INDIV	2.11771644345799	0.145603497670892	0.251444631622819	1	21	5	4	-0.23337906059178
3189__WILDTYPE_SNP_INDIV	2.1962479973281	0.138347117990204	0.241604741664578	1	23	5	4	-0.150929080890666
2661__WILDTYPE_SNP_INDIV	0.106980960386068	0.743607801474129	0.826050881404574	1	16	5	4	-0.0750407537303055
3738__WILDTYPE_SNP_INDIV	34.9621695942546	3.36173702640406e-09	8.03806375567061e-08	1	26	5	4	0.69935766835064
488__WILDTYPE_SNP_INDIV	8.12570249483497	0.00436420704289707	0.014636691589786	1	26	5	4	-0.197758862320278
3042__WILDTYPE_SNP_INDIV	0.00238236605855491	0.961071121349924	0.975276142146904	1	26	5	4	-0.00495570674351288
3888__WILDTYPE_SNP_INDIV	6.22116922770692	0.0126231723434749	0.0352920106356838	1	26	5	4	0.190026514791594
3379__WILDTYPE_SNP_INDIV	4.11709387442806	0.0424519437573352	0.0953061641640649	1	26	5	4	0.194607473488541
3940__WILDTYPE_SNP_INDIV	7.72719374285907	0.00543952273628465	0.0176518205743309	1	25	5	4	-0.340349747936672
4009__WILDTYPE_SNP_INDIV	0.0659143896177738	0.797381051330754	0.866036911343639	1	26	5	4	-0.0349114834598061
3021__WILDTYPE_SNP_INDIV	12.4075288310355	0.00042760634934216	0.00210847171219567	1	24	5	4	0.46869944795927
1421__WILDTYPE_SNP_INDIV	0.656193258515032	0.417907091768443	0.551775132703059	1	26	5	4	-0.0877416007611174
1560__WILDTYPE_SNP_INDIV	33.0724684465029	8.87870713053429e-09	1.90495832452446e-07	1	23	5	4	-0.803481050098223
522__WILDTYPE_SNP_INDIV	0.570625039225206	0.450010649311162	0.584211556074944	1	19	5	4	0.1596640062518
935__WILDTYPE_SNP_INDIV	0.483684780163003	0.486757986357458	0.617734059264311	1	26	5	4	-0.0895696743539931
2126__WILDTYPE_SNP_INDIV	0.922222236713424	0.336892161207706	0.472954808244737	1	26	5	4	0.109498393940299
1579__WILDTYPE_SNP_INDIV	8.90508824201197	0.00284377135722141	0.0102529370913774	1	26	5	4	-0.449471983032404
1215__WILDTYPE_SNP_INDIV	22.6950869331044	1.89852671582439e-06	2.05040885309035e-05	1	26	5	4	0.452536177013069
3256__WILDTYPE_SNP_INDIV	2.69715198968152	0.100527676870472	0.188872562564304	1	19	5	4	0.274540294890284
2964__WILDTYPE_SNP_INDIV	5.01032851761693	0.0251965253873657	0.0619726207838689	1	26	5	4	-0.238989869593269
2043__WILDTYPE_SNP_INDIV	12.7959716251253	0.000347366525407353	0.00175730896958709	1	26	5	4	-0.359388727566399
1087__WILDTYPE_SNP_INDIV	8.21462995938282	0.00415539881127992	0.0141098838076445	1	26	5	4	-0.280928336016557
3223__WILDTYPE_SNP_INDIV	29.5566892267466	5.43049140185467e-08	9.38810851701926e-07	1	26	5	4	-0.360509291868483
3828__WILDTYPE_SNP_INDIV	1.28570883561042	0.256840266175637	0.38731544375278	1	24	5	4	0.155459771716934
64__WILDTYPE_SNP_INDIV	0.0136772950609156	0.906899700905507	0.941028939510426	1	26	5	4	-0.0128493334077282
3486__WILDTYPE_SNP_INDIV	2.75694489603984	0.0968329969669101	0.183004083139194	1	26	5	4	0.181145461164609
3692__WILDTYPE_SNP_INDIV	7.59186933824185	0.00586321219025081	0.0187687179878921	1	26	5	4	0.36341960527668
3670__WILDTYPE_SNP_INDIV	1.188885150018	0.275554550118354	0.408058423115589	1	25	5	4	-0.119455691380074
3614__WILDTYPE_SNP_INDIV	9.49432118896289	0.00206108822992107	0.00785534499048425	1	24	5	4	0.629682972880027
1453__WILDTYPE_SNP_INDIV	1.21570171033227	0.270205845480134	0.402046220859915	1	24	5	4	-0.144238645315762
2389__WILDTYPE_SNP_INDIV	0.265717866704563	0.606218837033179	0.719912955468608	1	26	5	4	0.0557955231141234
4277__WILDTYPE_SNP_INDIV	6.20289087547735	0.0127541831930648	0.0355583944967402	1	25	5	4	-0.337371999525196
2962__WILDTYPE_SNP_INDIV	0.35295824795935	0.552443295775647	0.677729139282491	1	19	5	4	0.138894536931383
4283__WILDTYPE_SNP_INDIV	1.03838336847002	0.308197755898065	0.443609454507788	1	26	5	4	-0.133439146860473
2677__WILDTYPE_SNP_INDIV	0.135416339173844	0.71288099555076	0.802362645045032	1	26	5	4	0.0327722642259749
3549__WILDTYPE_SNP_INDIV	1.11324807222695	0.291376978046904	0.425511320721186	1	25	5	4	-0.157316315175175
4138__WILDTYPE_SNP_INDIV	14.2863720013186	0.00015699741645155	0.0008993201233208	1	26	5	4	-0.495732610980832
450__WILDTYPE_SNP_INDIV	1.46954450979911	0.225417573540589	0.349582722954524	1	26	5	4	0.137030146685346
3690__WILDTYPE_SNP_INDIV	6.43166771641563	0.011210327087332	0.0319743809980519	1	26	5	4	0.305710442312863
2718__WILDTYPE_SNP_INDIV	14.3686026993594	0.00015028745562446	0.000865007798480427	1	21	5	4	0.54610174750297
3194__WILDTYPE_SNP_INDIV	10.9764785007467	0.00092275606907991	0.00399891612030184	1	14	5	4	0.882158006883414
3318__WILDTYPE_SNP_INDIV	4.7334998952706	0.0295806337734498	0.0707990666908366	1	26	5	4	0.171485524401753
250__WILDTYPE_SNP_INDIV	1.84443737378433	0.174431749205079	0.288034313044567	1	26	5	4	-0.096173688338165
1879__WILDTYPE_SNP_INDIV	6.26644118619379	0.0123046040439025	0.0345824134707576	1	26	5	4	-0.248449751525351
2794__WILDTYPE_SNP_INDIV	0.671817296325571	0.412418731486058	0.547537133569612	1	26	5	4	0.137638102357057
967__WILDTYPE_SNP_INDIV	0.7770223759494	0.378053352846745	0.515797097003262	1	26	5	4	-0.0789828278056892
1150__WILDTYPE_SNP_INDIV	0.00803374580573291	0.928580317689953	0.952713775000622	1	26	5	4	-0.00702036667393691
1120__WILDTYPE_SNP_INDIV	4.64625870515738	0.0311213060741576	0.0738247764029621	1	26	5	4	0.247740489378547
1950__WILDTYPE_SNP_INDIV	0.0430225217669431	0.835682870892867	0.89529466730074	1	26	5	4	-0.0206161204988664
3448__WILDTYPE_SNP_INDIV	13.9926724620036	0.00018352446405154	0.0010315076835862	1	26	5	4	-0.335017150762427
1647__WILDTYPE_SNP_INDIV	19.6915008640049	9.10052160680402e-06	7.95220124405456e-05	1	25	5	4	-0.486228616139135
855__WILDTYPE_SNP_INDIV	9.1808853114585	0.00244555701359041	0.0090271482391056	1	25	5	4	-0.335704278209224
3559__WILDTYPE_SNP_INDIV	10.5077012123559	0.00118878051584352	0.00494656204254888	1	26	5	4	-0.446970905142742
4065__WILDTYPE_SNP_INDIV	25.7049504449151	3.97805303827102e-07	5.26681071678527e-06	1	26	5	4	0.493462960109106
4544__WILDTYPE_SNP_INDIV	4.71401605571236	0.0299176823175122	0.0713216176676406	1	26	5	4	0.199657542979145
3733__WILDTYPE_SNP_INDIV	18.0689769734054	2.13044527795896e-05	0.000164348635728263	1	26	5	4	-0.448048308918496
1414__WILDTYPE_SNP_INDIV	18.3803977572479	1.80909566394463e-05	0.000142299734221242	1	26	5	4	0.544576722192861
75__WILDTYPE_SNP_INDIV	9.99159131221904	0.00157256650506047	0.00625124451887562	1	26	5	4	-0.33717757697807
1836__WILDTYPE_SNP_INDIV	13.9281648455112	0.000189931058871708	0.00106017267007831	1	26	5	4	0.353605738863294
3110__WILDTYPE_SNP_INDIV	20.0396607335015	7.58525287743941e-06	6.78858944673627e-05	1	25	5	4	-0.699487144733919
257__WILDTYPE_SNP_INDIV	1.07273509064385	0.300328469866504	0.435539718219197	1	26	5	4	0.137225565403078
1428__WILDTYPE_SNP_INDIV	0.777347026286179	0.377953743453975	0.515797097003262	1	24	5	4	0.117775206809743
4533__WILDTYPE_SNP_INDIV	2.07022867617161	0.150198998893926	0.257621837503286	1	26	5	4	0.165087641590996
4282__WILDTYPE_SNP_INDIV	0.234373407717612	0.628299804204632	0.737051028486537	1	26	5	4	0.0500592480949672
3770__WILDTYPE_SNP_INDIV	0.0393958286135785	0.842666539124417	0.900436075926012	1	26	5	4	-0.0228377835811017
3173__WILDTYPE_SNP_INDIV	0.676890748681217	0.410659444093312	0.546257760396473	1	24	5	4	0.108538469524897
2064__WILDTYPE_SNP_INDIV	0.275141372970666	0.599903561992762	0.714531974953461	1	25	5	4	0.0697106950888671
1714__WILDTYPE_SNP_INDIV	1.83731752515371	0.175265675388501	0.288878535238735	1	13	5	4	0.517801606182276
1570__WILDTYPE_SNP_INDIV	0.0114035019041694	0.914957817851687	0.945043471436752	1	26	5	4	0.0135355442707562
